습도,강수량,기온,풍속,한식,글로벌,패스트푸드,총배달건수,ㅎㅎ
90,0,20.0,0.9,104,40,134,35.97122302158274,56
84,0,20.8,1.2,61,28,107,51.0204081632653,34
78,0,22.0,1.6,32,10,55,103.09278350515464,15
69,0,24.3,1.0,22,1,20,232.55813953488374,6
62,0,25.9,1.2,10,5,19,294.11764705882354,4
59,0,27.0,1.7,6,2,17,400.0,3
59,0,22.5,0.2,10,3,12,400.0,5
70,0,21.0,0.0,131,30,38,50.25125628140704,75
71,0,21.2,0.5,111,27,37,57.14285714285714,60
79,0,19.9,0.7,97,24,49,58.8235294117647,64
82,0,19.3,0.2,70,19,21,90.9090909090909,45
85,0,18.8,0.6,59,16,48,81.30081300813009,28
83,0,19.0,0.9,56,12,39,93.45794392523365,31
85,0,18.5,0.7,105,23,57,54.05405405405406,58
91,0,17.0,0.0,158,33,104,33.898305084745765,82
91,0,17.1,0.9,163,44,120,30.581039755351682,84
86,0,18.9,0.1,119,31,99,40.16064257028112,66
71,0,23.0,0.0,57,11,85,65.359477124183,24
60,0,25.3,0.9,28,9,60,103.09278350515464,14
51,0,27.3,0.9,18,6,37,163.93442622950818,7
43,0,29.7,1.2,12,3,22,270.27027027027026,2
39,0,31.3,1.2,2,4,4,1000.0,0
51,0,24.3,0.1,22,5,15,238.09523809523813,17
54,0,23.1,0.4,119,31,38,53.191489361702125,75
64,0,20.9,0.1,130,37,32,50.25125628140704,79
67,0,20.7,0.3,101,28,37,60.24096385542168,71
65,0,21.1,0.7,63,17,43,81.30081300813009,43
66,0,21.0,0.1,36,13,49,102.04081632653063,20
67,0,20.8,0.1,50,17,39,94.33962264150944,24
70,0,20.4,0.4,105,19,65,52.91005291005291,58
72,0,20.0,0.1,158,39,116,31.948881789137374,88
78,0,19.0,0.0,192,53,122,27.247956403269754,84
76,0,20.5,0.0,120,29,112,38.314176245210724,65
57,0,24.6,0.9,47,26,77,66.66666666666666,19
58,0,24.9,0.7,39,8,54,99.00990099009901,13
50,0,27.8,1.2,16,8,51,133.33333333333331,9
42,0,29.8,1.8,16,2,14,312.5,6
45,0,30.1,1.3,7,0,9,625.0,3
98,3,21.8,0.3,15,5,18,263.1578947368421,8
99,3,21.5,0.1,153,32,40,44.44444444444444,92
99,1,21.7,0.1,161,38,48,40.48582995951418,95
100,0,21.6,0.1,102,22,36,62.49999999999999,60
100,0,21.4,0.2,59,16,28,97.0873786407767,34
99,0,21.8,1.5,48,9,37,106.38297872340425,30
94,0,22.0,2.1,53,17,43,88.49557522123894,24
93,0,22.1,1.4,113,20,71,49.01960784313726,62
93,0,21.9,1.8,188,57,151,25.252525252525253,79
93,0,22.0,1.6,206,51,199,21.92982456140351,91
91,0,22.2,1.6,137,33,156,30.674846625766875,60
84,0,23.2,2.1,61,19,120,50.0,16
78,0,24.4,2.8,49,16,77,70.42253521126761,12
75,0,25.2,3.9,21,7,47,133.33333333333334,6
70,0,26.5,2.6,10,2,25,270.2702702702703,2
64,0,28.0,1.5,7,2,11,500.00000000000006,1
76,0,23.9,0.6,21,3,17,243.90243902439022,9
79,0,23.2,0.5,125,25,41,52.35602094240837,58
88,0,21.4,0.2,151,39,39,43.668122270742366,78
87,0,21.4,0.7,87,22,30,71.94244604316546,50
90,0,20.7,0.7,46,14,33,107.52688172043011,27
93,0,19.8,0.7,51,9,34,106.38297872340428,25
95,0,19.2,0.8,58,17,39,87.71929824561403,22
97,0,18.7,0.6,95,22,64,55.24861878453038,46
98,0,18.2,0.1,191,38,115,29.069767441860467,90
99,0,18.6,0.4,196,43,120,27.855153203342624,88
96,0,20.0,0.6,118,35,105,38.75968992248062,56
87,0,21.5,0.7,51,23,72,68.49315068493152,20
78,0,23.7,0.4,37,15,60,89.28571428571428,14
78,0,23.8,1.5,25,3,31,169.49152542372883,8
77,0,24.2,1.5,7,3,30,250.0,1
76,0,25.1,0.7,8,1,3,833.3333333333333,3
80,0,22.0,0.3,26,9,11,217.39130434782606,7
87,0,21.1,0.3,112,22,34,59.52380952380952,55
88,0,21.2,0.2,119,38,42,50.25125628140704,67
91,0,20.5,0.3,72,23,41,73.52941176470588,43
95,0,19.7,0.0,62,22,41,80.0,30
95,0,19.7,1.3,39,18,35,108.69565217391306,18
95,0,19.2,0.0,43,11,39,107.52688172043011,13
95,0,19.0,0.0,88,25,71,54.34782608695653,43
95,0,18.8,0.0,190,52,130,26.881720430107528,71
96,0,18.2,0.1,211,43,151,24.69135802469136,91
93,0,19.6,0.0,160,43,155,27.932960893854748,66
83,0,21.8,0.3,89,26,118,42.91845493562232,28
59,0,25.4,0.5,60,8,92,62.49999999999999,17
50,0,26.6,1.4,20,7,66,107.52688172043011,3
42,0,28.1,0.6,13,4,25,238.0952380952381,4
36,0,29.9,1.1,12,2,15,344.82758620689657,6
53,0,26.1,0.8,35,5,21,163.93442622950818,25
60,0,25.3,0.4,116,44,46,48.54368932038835,69
68,0,23.9,0.0,189,39,60,34.72222222222222,124
67,0,24.2,0.4,150,39,59,40.322580645161295,97
87,0,21.7,1.6,124,37,77,42.016806722689076,77
97,0,21.0,1.6,92,19,74,54.05405405405405,47
98,0,20.9,0.9,112,21,91,44.642857142857146,59
99,0,21.6,0.4,166,46,109,31.15264797507788,73
96,0,21.6,0.3,255,57,179,20.36659877800407,115
97,0,21.5,0.2,222,62,155,22.77904328018223,98
91,0,21.1,0.2,155,44,137,29.761904761904766,74
85,0,21.8,1.0,104,22,123,40.16064257028113,43
73,0,22.8,1.5,48,11,98,63.69426751592356,15
70,0,22.8,0.8,30,7,56,107.52688172043011,10
66,0,22.9,1.5,15,3,35,188.67924528301887,3
54,0,25.8,1.2,20,2,15,270.2702702702703,6
82,0,20.7,1.8,30,0,19,204.08163265306123,19
84,0,20.1,1.7,124,32,42,50.505050505050505,69
89,0,18.9,0.9,164,54,62,35.714285714285715,108
91,0,18.6,1.2,109,35,76,45.45454545454546,71
93,0,18.2,1.3,101,30,60,52.356020942408385,57
95,0,17.4,0.8,88,22,69,55.86592178770951,55
96,0,17.0,1.0,107,22,87,46.2962962962963,52
97,0,17.0,1.5,195,49,116,27.777777777777775,105
98,0,16.7,1.0,227,54,121,24.875621890547265,111
98,0,16.7,0.3,194,48,122,27.472527472527474,101
98,0,17.6,0.8,140,31,127,33.55704697986577,60
91,0,19.1,1.9,81,18,106,48.78048780487805,40
84,0,20.3,2.4,36,17,65,84.7457627118644,13
75,0,22.8,2.0,21,12,20,188.67924528301887,12
69,0,24.4,2.5,21,4,23,208.33333333333337,6
60,0,25.1,2.4,6,1,4,909.0909090909091,2
58,0,21.6,1.8,12,3,8,434.78260869565213,7
72,0,20.8,3.1,103,27,31,62.111801242236034,61
84,0,20.6,2.0,123,35,45,49.26108374384238,66
87,0,20.0,1.8,78,29,31,72.46376811594203,39
85,0,19.9,1.2,52,20,27,101.010101010101,33
84,0,19.9,1.6,40,15,30,117.6470588235294,18
84,0,19.8,2.0,46,13,36,105.26315789473685,17
84,0,19.7,0.8,84,22,63,59.1715976331361,43
87,0,19.4,0.2,126,36,93,39.2156862745098,73
88,0,19.4,0.6,160,43,140,29.154518950437314,84
87,0,19.9,0.8,94,24,99,46.082949308755765,48
81,0,21.0,0.3,51,26,89,60.2409638554217,21
71,0,22.4,2.0,33,9,63,95.23809523809524,17
63,0,24.4,1.4,17,5,48,142.85714285714283,7
59,0,25.9,1.3,12,7,19,263.1578947368421,5
54,0,26.4,1.4,11,2,13,384.61538461538464,3
75,0,22.2,0.1,16,2,5,434.78260869565213,8
80,0,21.2,0.0,97,28,24,67.11409395973153,50
84,0,20.1,0.4,119,40,53,47.16981132075472,68
87,0,19.3,0.4,76,19,46,70.92198581560284,48
91,0,18.1,0.2,50,13,25,113.63636363636363,26
92,0,18.6,0.6,47,20,34,99.00990099009903,27
93,0,18.0,0.4,52,24,42,84.7457627118644,24
96,0,17.7,0.2,87,19,70,56.81818181818181,44
97,0,17.5,0.3,169,44,109,31.05590062111801,87
97,0,17.2,0.3,157,42,132,30.21148036253777,73
96,0,19.2,0.9,75,37,103,46.51162790697674,33
84,0,20.9,1.6,60,24,65,67.11409395973155,30
72,0,22.9,1.2,28,9,61,102.0408163265306,12
69,0,24.2,2.8,20,10,42,138.88888888888889,9
64,0,24.9,0.8,9,3,15,370.3703703703704,7
61,0,25.8,0.5,8,2,4,714.2857142857143,3
63,0,21.8,1.0,13,4,13,333.3333333333333,9
66,0,20.9,0.7,80,27,47,64.93506493506494,40
69,0,20.4,0.3,95,31,37,61.34969325153375,48
77,0,19.5,0.1,85,36,36,63.69426751592356,42
81,0,19.2,0.0,59,10,26,105.26315789473685,29
84,0,19.1,0.0,39,10,24,136.986301369863,22
87,0,19.0,0.3,50,13,41,96.15384615384616,27
88,0,18.8,0.1,72,30,66,59.52380952380952,37
90,0,18.4,0.1,149,31,103,35.33568904593639,75
94,0,18.4,0.1,136,43,127,32.6797385620915,73
93,0,19.2,0.1,96,27,103,44.24778761061947,37
89,0,20.4,0.0,52,17,85,64.93506493506494,24
79,0,21.6,0.3,28,13,55,104.16666666666666,11
73,0,22.1,0.8,23,8,28,169.49152542372883,12
65,0,23.0,1.1,8,2,11,476.19047619047626,1
65,0,24.0,1.3,4,2,10,625.0,0
59,0,24.0,1.7,11,3,12,384.6153846153846,8
68,0,22.4,0.8,104,31,38,57.80346820809248,43
74,0,21.5,0.1,103,30,60,51.81347150259067,45
73,0,21.7,0.1,62,22,45,77.51937984496124,32
70,0,23.0,1.6,53,19,42,87.71929824561403,29
72,0,22.4,2.1,36,15,34,117.64705882352942,21
72,0,22.3,1.9,45,11,39,105.26315789473685,16
79,0,21.3,0.3,94,20,71,54.05405405405406,34
71,0,21.8,2.1,156,37,94,34.84320557491289,58
71,0,21.8,1.5,177,34,126,29.67359050445104,81
71,0,21.5,2.6,130,28,110,37.3134328358209,50
79,0,20.8,2.2,77,20,76,57.80346820809248,33
76,0,21.4,1.6,35,10,50,105.26315789473682,13
69,0,22.9,1.2,27,12,38,129.8701298701299,11
60,0,24.7,2.4,14,2,14,333.33333333333337,5
57,0,25.7,1.6,5,4,13,454.5454545454545,1
71,0,22.7,0.1,12,4,15,322.58064516129036,6
80,0,20.8,0.0,115,35,33,54.6448087431694,59
82,0,20.3,0.0,119,27,52,50.505050505050505,63
86,0,19.5,0.2,62,18,31,90.09009009009009,40
86,0,19.3,0.0,55,7,33,105.26315789473685,29
88,0,18.9,0.9,32,10,30,138.88888888888889,14
90,0,18.7,0.3,51,6,40,103.09278350515464,27
92,0,18.2,0.3,90,22,67,55.8659217877095,44
94,0,18.0,0.6,167,40,131,29.585798816568044,81
96,0,18.1,0.0,202,47,175,23.58490566037736,84
96,0,19.3,0.6,149,31,167,28.818443804034583,88
84,0,21.7,0.9,98,29,137,37.878787878787875,47
72,0,23.9,1.3,72,16,118,48.54368932038835,27
58,0,25.4,2.1,28,4,74,94.33962264150944,10
57,0,27.3,1.6,23,5,27,181.8181818181818,3
52,0,29.1,1.4,7,4,12,434.7826086956522,2
72,0,21.8,0.2,27,4,17,208.33333333333334,10
77,0,20.6,0.1,117,32,46,51.282051282051285,67
82,0,19.5,0.1,151,40,55,40.65040650406503,91
84,0,19.1,0.3,117,33,74,44.642857142857146,71
88,0,18.5,0.3,94,32,57,54.644808743169406,56
92,0,18.3,0.2,79,29,53,62.11180124223603,42
90,0,18.3,0.5,74,19,64,63.69426751592358,35
94,0,17.4,0.5,160,29,102,34.36426116838488,76
96,0,18.2,0.1,217,49,159,23.529411764705884,102
98,0,17.8,0.4,182,37,144,27.548209366391184,87
96,0,18.9,0.4,139,31,133,33.003300330033,67
83,0,21.1,1.2,100,31,141,36.76470588235294,48
73,0,23.5,1.0,44,19,99,61.7283950617284,16
61,0,25.4,0.5,25,13,63,99.00990099009901,12
50,0,27.8,0.9,22,3,27,192.3076923076923,4
47,0,29.2,0.8,16,7,10,303.030303030303,3
62,0,24.3,0.3,27,4,26,175.43859649122805,18
67,0,22.9,0.0,126,34,49,47.84688995215311,75
74,0,21.0,0.4,150,48,65,38.02281368821293,87
81,0,20.3,0.4,149,41,75,37.73584905660377,91
79,0,20.8,0.6,114,30,87,43.290043290043286,65
85,0,19.6,0.7,101,22,73,51.0204081632653,52
83,0,19.9,0.7,122,24,102,40.322580645161295,54
89,0,19.3,0.9,190,37,131,27.932960893854748,84
92,0,18.4,1.0,222,61,146,23.310023310023308,95
92,0,18.9,0.7,189,44,130,27.548209366391184,83
87,0,20.3,0.5,118,39,133,34.48275862068965,68
74,0,24.0,0.1,65,23,99,53.47593582887701,31
60,0,26.7,0.8,44,12,56,89.28571428571429,19
51,0,29.0,0.6,25,8,42,133.33333333333334,4
41,0,30.7,1.2,9,5,23,270.2702702702703,0
49,0,26.2,0.1,25,4,12,243.90243902439022,14
59,0,24.1,0.3,114,36,23,57.80346820809248,77
65,0,22.9,0.3,134,37,36,48.309178743961354,87
62,0,23.7,0.8,92,25,36,65.359477124183,55
65,0,23.3,1.6,61,19,37,85.47008547008546,35
77,0,21.9,1.3,52,11,39,98.0392156862745,24
79,0,21.3,1.0,65,16,40,82.64462809917356,40
78,0,21.1,0.7,108,15,64,53.475935828877,60
82,0,20.5,0.3,172,34,109,31.746031746031747,79
81,0,20.5,0.0,188,34,148,27.027027027027028,97
80,0,21.1,0.1,89,24,98,47.39336492890996,42
67,0,23.9,0.9,56,19,91,60.24096385542168,25
58,0,25.7,0.7,36,6,74,86.20689655172414,15
56,0,26.9,0.9,18,4,47,144.92753623188406,9
51,0,28.0,1.4,14,4,11,344.8275862068965,3
49,0,29.5,1.0,10,1,10,476.1904761904761,3
66,0,24.2,0.1,13,7,10,333.3333333333333,5
66,0,24.3,0.2,131,32,18,55.248618784530386,77
54,0,25.8,1.0,124,31,49,49.01960784313725,67
59,0,25.5,0.6,78,17,31,79.36507936507937,42
71,0,23.5,0.0,54,12,23,112.35955056179775,28
71,0,24.0,0.3,33,16,37,116.27906976744185,12
71,0,24.1,0.0,36,11,29,131.57894736842104,19
74,0,24.1,0.0,93,31,55,55.86592178770949,37
78,0,23.6,0.0,138,34,96,37.31343283582089,58
81,0,23.8,0.4,168,34,128,30.303030303030305,87
57,0,25.9,1.8,97,33,99,43.66812227074236,49
60,0,25.1,1.6,49,19,67,74.07407407407408,22
71,0,23.3,1.4,45,14,54,88.49557522123894,14
84,1,21.4,1.0,24,5,35,156.25,12
87,4,20.8,2.4,6,3,12,476.19047619047615,2
88,4,20.0,3.0,3,2,4,1111.111111111111,1
96,0,20.8,2.5,20,6,10,277.77777777777777,7
97,0,20.7,2.1,113,34,35,54.94505494505494,56
98,0,20.7,1.3,134,35,53,45.04504504504505,75
99,0,20.7,1.2,65,29,42,73.52941176470588,27
100,1,20.8,0.9,48,21,44,88.49557522123894,21
100,1,21.0,1.1,41,16,27,119.04761904761904,18
100,0,21.1,0.6,58,15,56,77.51937984496124,25
100,0,20.9,1.4,98,26,66,52.631578947368425,33
100,1,20.8,0.8,169,48,131,28.735632183908045,82
100,0,20.8,0.5,166,42,157,27.397260273972602,70
100,0,20.9,0.7,119,32,145,33.78378378378378,52
100,0,20.9,1.1,52,11,73,73.52941176470588,22
100,1,21.0,1.3,42,7,74,81.30081300813009,14
100,0,21.0,1.4,25,2,44,140.8450704225352,10
96,0,21.4,1.3,10,2,24,277.77777777777777,3
91,0,21.8,2.1,8,2,9,526.3157894736842,1
95,0,20.2,1.1,20,8,6,294.11764705882354,12
98,1,19.9,1.3,107,27,28,61.72839506172839,49
99,1,19.7,1.7,100,26,30,64.1025641025641,49
99,0,19.6,1.9,79,23,37,71.94244604316546,34
100,1,19.4,1.8,49,12,31,108.69565217391306,22
99,0,19.2,1.7,46,12,30,113.63636363636365,20
99,0,19.1,1.1,54,17,24,105.26315789473685,19
99,0,19.0,1.5,87,22,66,57.14285714285715,36
99,0,18.9,1.2,143,40,82,37.735849056603776,63
98,0,19.0,2.1,163,53,129,28.985507246376812,73
97,0,19.1,1.3,106,24,117,40.48582995951416,47
96,0,19.2,2.1,71,17,98,53.763440860215056,31
97,0,19.3,1.6,53,13,73,71.94244604316546,19
92,0,20.3,1.9,27,5,50,121.95121951219514,8
85,0,21.8,2.1,11,3,24,263.1578947368421,3
79,0,24.0,1.7,8,2,14,416.6666666666667,1
81,0,21.2,0.5,10,3,10,434.78260869565213,5
78,0,21.5,2.1,91,29,32,65.78947368421053,38
85,0,20.7,1.4,91,44,41,56.81818181818183,42
88,0,20.4,0.7,88,21,36,68.96551724137932,41
91,0,19.5,0.0,45,26,45,86.20689655172413,19
94,0,19.2,0.0,45,10,33,113.63636363636365,18
93,0,19.4,0.1,52,7,39,102.0408163265306,15
95,0,19.0,0.0,82,15,83,55.55555555555556,31
96,0,19.1,0.3,174,55,96,30.76923076923077,74
96,0,19.2,0.3,216,37,166,23.866348448687354,82
94,0,19.6,0.2,136,42,137,31.746031746031747,40
95,0,20.0,0.0,93,27,108,43.859649122807014,35
85,0,21.3,0.2,48,12,82,70.4225352112676,16
75,0,23.2,0.5,23,10,61,106.38297872340425,10
68,0,24.9,0.9,16,3,27,217.39130434782606,4
63,0,26.1,1.8,7,5,7,526.315789473684,3
84,0,22.5,1.1,26,0,18,227.27272727272728,18
87,0,21.8,0.3,98,24,40,61.7283950617284,48
90,0,21.6,0.2,129,38,43,47.61904761904762,80
82,0,22.3,0.0,101,29,56,53.763440860215056,56
90,0,21.3,0.1,75,27,73,57.14285714285715,51
94,0,19.9,0.0,68,21,54,69.93006993006992,33
97,0,19.5,0.4,84,14,48,68.49315068493149,33
97,0,19.8,0.0,140,51,85,36.231884057971016,71
93,0,21.6,0.8,177,59,121,28.01120448179272,75
89,0,21.9,0.5,160,48,133,29.32551319648094,68
91,0,21.8,0.4,142,26,120,34.72222222222223,67
87,0,22.7,0.4,89,24,113,44.24778761061947,44
78,0,24.1,0.5,55,12,104,58.47953216374269,19
74,0,24.9,0.6,21,3,73,103.09278350515464,7
62,0,26.5,1.4,9,1,37,212.76595744680853,3
60,0,28.1,0.8,13,0,19,312.5,2
77,0,22.6,0.9,17,0,14,322.5806451612903,13
84,0,21.4,1.0,102,38,54,51.54639175257732,55
89,0,21.1,1.3,136,48,74,38.759689922480625,86
95,0,20.0,0.9,124,40,65,43.668122270742366,90
96,0,19.7,1.7,118,30,72,45.45454545454545,53
96,0,19.2,1.2,73,37,67,56.497175141242934,42
97,0,19.1,1.3,103,22,100,44.44444444444444,40
97,0,18.3,0.3,170,37,121,30.487804878048777,73
99,0,17.8,0.4,185,56,157,25.125628140703515,80
99,0,17.5,0.1,193,46,158,25.18891687657431,90
99,0,18.6,1.3,128,37,118,35.3356890459364,70
86,0,20.9,1.1,80,25,89,51.54639175257732,39
75,0,24.6,0.7,40,5,50,105.26315789473682,17
72,0,24.7,1.4,33,6,31,142.85714285714286,8
67,0,25.2,1.3,9,3,23,285.7142857142857,3
64,0,26.1,1.5,8,5,11,416.66666666666663,0
87,0,22.2,1.4,11,3,8,454.54545454545456,7
90,1,21.9,1.6,94,16,29,71.94244604316546,41
92,4,21.3,1.5,88,35,36,62.89308176100629,44
89,6,20.5,2.7,70,18,24,89.28571428571429,38
96,12,20.1,3.1,60,21,45,79.36507936507937,33
94,8,19.5,4.2,43,13,24,125.0,19
94,5,19.2,3.8,52,18,32,98.0392156862745,25
93,3,19.1,3.1,97,21,62,55.55555555555556,32
97,10,18.5,2.3,162,35,94,34.36426116838488,83
99,10,18.6,2.8,166,38,137,29.325513196480937,60
98,1,18.6,2.5,103,24,116,41.1522633744856,41
98,1,18.6,3.7,72,10,96,56.179775280898866,35
97,1,18.7,3.1,36,16,75,78.74015748031495,14
96,1,19.0,3.6,30,5,58,107.52688172043011,9
90,0,19.8,3.2,17,5,32,185.18518518518516,3
83,0,20.7,3.7,11,4,10,400.0,4
88,0,18.4,2.9,12,6,14,312.5,6
94,0,18.2,0.5,86,36,29,66.2251655629139,44
88,0,19.1,1.2,74,26,31,76.33587786259542,39
94,0,18.5,0.4,61,26,35,81.96721311475409,35
91,0,19.2,0.8,37,16,26,126.58227848101265,17
85,0,19.6,1.2,26,11,26,158.73015873015873,10
84,0,19.4,1.2,52,11,42,95.23809523809524,21
86,0,19.0,1.1,81,17,70,59.52380952380953,25
95,0,17.6,0.0,173,43,121,29.673590504451035,71
98,0,17.7,0.0,147,45,142,29.940119760479043,66
98,0,18.0,0.3,94,30,126,40.0,52
86,0,19.7,0.3,64,19,102,54.05405405405405,31
86,0,20.2,0.2,37,14,52,97.08737864077669,12
83,0,20.9,0.7,16,2,37,181.8181818181818,7
39,0,-0.5,0.9,13,0,3,625.0,9
38,0,-0.9,0.3,19,3,10,312.5,6
40,0,-2.2,0.0,41,13,16,142.85714285714286,18
51,0,-3.0,0.0,22,6,11,256.4102564102564,9
44,0,-1.9,0.3,13,6,23,238.09523809523813,7
55,0,-3.7,0.0,17,10,19,217.39130434782606,3
62,0,-5.1,0.3,24,2,23,204.0816326530612,4
60,0,-4.9,0.0,33,2,30,153.84615384615387,10
65,0,-5.5,0.2,66,10,54,76.92307692307693,17
65,0,-6.2,0.0,63,7,74,69.44444444444444,26
62,0,-5.8,0.2,51,6,58,86.95652173913044,17
62,0,-5.7,0.0,33,2,52,114.94252873563218,15
61,0,-5.1,0.0,33,1,49,120.48192771084337,11
49,0,-2.8,0.5,15,0,43,172.41379310344828,4
41,0,-0.6,1.7,17,0,22,256.4102564102564,3
39,0,1.3,1.7,10,1,14,400.0,4
36,0,2.8,2.0,7,0,7,714.2857142857144,2
86,0,1.1,2.2,5,2,6,769.2307692307693,2
76,0,-0.1,3.7,21,2,10,303.030303030303,9
75,0,-1.3,1.8,17,9,15,243.90243902439022,8
62,0,-1.7,3.2,14,9,17,250.0,7
56,0,-4.0,3.1,14,1,23,263.1578947368421,6
43,0,-5.8,2.6,17,9,21,212.76595744680853,7
46,0,-6.5,1.6,18,4,33,181.8181818181818,6
45,0,-7.1,2.2,21,6,46,136.986301369863,1
44,0,-7.9,2.3,56,12,77,68.9655172413793,24
43,0,-8.4,1.4,64,14,92,58.82352941176471,21
40,0,-8.7,1.2,55,6,83,69.44444444444443,23
40,0,-8.9,1.7,38,4,80,81.9672131147541,12
38,0,-9.1,2.3,23,8,55,116.27906976744185,6
38,0,-8.6,2.1,18,1,34,188.67924528301887,2
37,0,-7.2,1.9,14,4,36,185.18518518518516,3
34,0,-6.2,1.8,11,1,16,357.14285714285717,4
32,0,-5.2,1.6,10,1,18,344.8275862068965,4
31,0,-4.7,1.8,9,2,18,344.8275862068965,2
36,0,-6.8,1.6,8,6,7,476.19047619047615,7
41,0,-7.5,1.6,24,5,16,222.22222222222223,10
45,0,-8.1,1.5,32,13,24,144.92753623188406,12
39,0,-8.5,2.5,26,9,15,200.0,14
39,0,-8.8,2.1,22,6,23,196.078431372549,12
40,0,-9.2,1.8,11,7,19,270.27027027027026,4
41,0,-9.4,2.1,24,5,19,208.33333333333334,6
41,0,-9.4,2.1,36,4,51,109.8901098901099,11
45,0,-10.0,0.6,64,12,83,62.89308176100629,13
51,0,-10.4,0.1,81,17,96,51.54639175257732,26
54,0,-10.8,0.4,49,12,69,76.92307692307693,18
50,0,-10.3,1.3,51,5,53,91.74311926605505,15
67,0,-13.1,1.4,47,7,37,109.8901098901099,17
59,0,-10.6,1.4,21,3,33,175.43859649122805,10
44,0,-7.9,1.1,17,2,24,232.5581395348837,5
38,0,-6.3,0.8,13,0,18,322.5806451612903,5
33,0,-4.1,1.9,14,2,9,400.0,9
25,0,-2.4,1.7,6,1,12,526.3157894736842,3
26,0,-1.6,1.3,12,0,7,526.3157894736842,5
37,0,-3.2,0.1,7,1,13,476.19047619047615,3
43,0,-4.7,0.0,31,6,17,185.18518518518516,10
45,0,-5.3,0.0,32,10,25,149.25373134328356,15
53,0,-6.3,0.0,43,5,20,147.05882352941177,17
57,0,-6.9,0.0,22,4,28,185.18518518518516,12
57,0,-7.6,0.1,19,2,26,212.7659574468085,2
56,0,-6.1,0.0,23,2,32,175.43859649122805,8
55,0,-5.1,0.0,38,8,45,109.8901098901099,11
51,0,-4.9,0.4,72,16,80,59.52380952380952,22
51,0,-4.5,0.2,67,9,99,57.14285714285714,20
47,0,-4.0,0.2,37,10,69,86.20689655172413,15
42,0,-3.7,0.1,39,8,71,84.74576271186442,13
43,0,-3.2,0.2,24,2,57,120.48192771084337,7
37,0,-2.7,0.3,26,4,32,161.29032258064515,9
31,0,-0.9,1.2,16,2,27,222.22222222222223,7
23,0,0.8,1.6,11,1,23,285.7142857142858,5
21,0,2.4,2.3,6,4,16,384.61538461538464,2
27,0,1.5,1.7,7,1,10,555.5555555555557,3
60,0,11.3,0.0,3,4,2,1111.111111111111,1
56,0,11.8,0.1,4,8,3,666.6666666666667,2
50,0,12.8,0.5,3,2,1,1666.6666666666665,2
38,0,19.2,0.1,7,2,3,833.3333333333333,2
51,0,18.0,0.3,6,4,2,833.3333333333333,4
79,0,15.5,0.1,4,4,1,1111.111111111111,1
90,0,15.2,1.1,4,2,3,1111.111111111111,1
93,0,15.0,0.1,8,5,2,666.6666666666667,2
93,0,15.0,0.0,4,4,2,1000.0,1
93,0,15.0,0.3,2,7,1,1000.0,1
93,0,15.3,0.5,1,9,4,714.2857142857143,0
85,0,16.4,1.4,7,5,5,588.2352941176471,5
85,0,16.0,1.0,1,4,2,1428.5714285714287,0
87,0,15.8,0.2,3,2,3,1250.0,2
83,0,16.5,1.0,3,7,3,769.2307692307693,1
91,0,17.2,0.1,3,5,3,909.090909090909,2
98,0,16.7,1.0,1,2,4,1428.5714285714287,0
86,0,18.7,0.1,2,4,10,625.0,2
81,0,19.5,1.0,2,3,3,1250.0,2
73,0,10.1,0.4,3,4,1,1250.0,2
69,0,10.0,1.4,9,7,1,588.2352941176471,4
69,0,10.2,1.0,5,3,5,769.2307692307693,4
66,0,10.6,1.0,5,5,4,714.2857142857142,4
76,0,11.2,0.2,4,2,2,1250.0,4
71,0,14.9,0.3,2,2,1,2000.0,1
81,0,13.6,0.1,5,6,2,769.2307692307693,2
72,0,18.4,0.2,5,5,3,769.2307692307693,3
79,0,17.4,0.2,7,3,2,833.3333333333335,3
83,0,16.7,0.0,6,3,3,833.3333333333333,5
76,0,18.9,0.5,5,4,1,1000.0,3
74,0,19.4,1.7,3,4,4,909.0909090909091,2
86,0,18.0,0.9,6,3,5,714.2857142857142,5
79,0,18.9,1.8,4,6,2,833.3333333333333,3
82,1,17.8,0.8,5,4,1,1000.0,5
90,10,17.1,0.5,2,1,3,1666.6666666666665,1
83,0,14.3,0.9,6,2,1,1111.111111111111,1
85,0,14.1,0.1,4,3,4,909.0909090909091,2
87,0,14.0,0.2,5,3,6,714.2857142857142,5
85,0,14.3,0.2,3,8,3,714.2857142857142,3
84,0,14.7,0.3,3,2,6,909.090909090909,2
86,0,14.9,0.0,4,3,1,1250.0,2
79,0,15.3,0.5,8,5,1,714.2857142857142,2
80,0,15.1,0.6,8,4,1,769.2307692307693,3
90,0,11.9,0.1,4,3,3,1000.0,4
80,0,14.8,0.0,3,3,3,1111.1111111111109,2
82,0,13.2,0.0,7,2,3,833.3333333333333,3
79,0,14.9,1.4,5,3,1,1111.111111111111,2
82,0,14.1,0.3,4,4,2,1000.0,3
76,0,15.9,0.1,3,3,1,1428.5714285714284,1
90,0,14.8,1.0,2,3,2,1428.5714285714284,1
80,0,16.0,1.8,1,3,2,1666.6666666666665,1
57,0,21.0,1.1,6,3,2,909.090909090909,4
56,0,19.8,0.3,4,2,5,909.090909090909,1
77,0,16.4,0.0,3,4,4,909.0909090909091,1
66,0,18.9,0.7,2,5,4,909.0909090909091,2
82,0,18.0,0.2,3,5,2,1000.0,0
89,0,17.6,0.1,5,4,3,833.3333333333333,4
