습도,강수량,기온,풍속,한식,글로벌,패스트푸드
71.78571428571429,0.0,1.1714285714285713,1.1857142857142857,87,17,88
67.42857142857143,0.0,5.7142857142857135,1.842857142857143,77,19,86
51.142857142857146,0.0,-1.6071428571428574,1.0214285714285716,87,20,120
75.61538461538461,0.0,2.0999999999999996,0.9615384615384617,99,38,112
53.142857142857146,0.0,-0.8,0.9642857142857142,127,22,128
74.76923076923077,0.0,3.707692307692308,1.4307692307692306,63,10,89
87.53846153846153,0.0,2.738461538461538,0.6692307692307692,69,13,71
67.5,0.0,10.700000000000001,2.5928571428571425,74,27,70
63.0,0.0,4.184615384615385,1.0692307692307692,95,20,99
59.84615384615385,0.0,8.253846153846153,1.4,94,24,116
73.64285714285714,0.0,7.735714285714287,1.1214285714285717,106,32,113
49.333333333333336,0.0,4.858333333333333,0.8833333333333334,113,27,74
59.53846153846154,0.0,4.938461538461539,0.43846153846153857,67,2,80
60.84615384615385,0.0,5.230769230769231,0.4,75,14,84
74.42857142857143,0.0,8.071428571428571,0.47857142857142854,69,11,88
86.07692307692308,2.0,12.53076923076923,0.9538461538461538,87,21,66
30.071428571428573,0.0,5.928571428571429,1.9214285714285715,92,24,98
44.142857142857146,0.0,2.1928571428571426,0.8142857142857143,103,35,112
77.23076923076923,0.0,3.6846153846153844,0.33076923076923076,125,34,93
68.3076923076923,0.0,3.646153846153846,0.43076923076923074,91,16,66
43.30769230769231,0.0,8.861538461538462,0.3923076923076923,128,21,88
72.92307692307692,0.0,3.6461538461538465,0.5692307692307692,80,22,89
78.14285714285714,0.0,4.271428571428571,0.4714285714285714,115,19,98
73.85714285714286,0.0,7.171428571428571,0.9785714285714285,116,29,125
26.785714285714285,0.0,3.335714285714286,1.4571428571428573,140,45,142
47.69230769230769,0.0,3.0,0.5076923076923078,132,22,105
87.38461538461539,0.0,5.946153846153846,0.5615384615384615,71,16,93
38.857142857142854,0.0,6.085714285714286,1.5571428571428572,98,15,75
